"","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_10"
"wwox",1.69269224015992e-08,0.256501871302668,2.07511300112354,2.93736620241932,2.61076934098404,1.9839766837478,1.42805615594627,1.01331797486245,0.720923425832826,0.518034205210167
"wwp1",1.18255681511383e-06,1.61768475324649,12.5476919673318,17.843795216948,15.95787722188,12.1864066322222,8.80479956553045,6.26599478660276,4.46828487005651,3.21681251949563
"wwp2",3.4586123504899e-08,0.333671261486501,2.73200743715759,3.91993628858326,3.51620015880373,2.68901844559769,1.94442989375767,1.38449313289852,0.987642785114623,0.711214904444876
"wwtr1",2.49145906171097e-08,0.261590959851808,2.39109671921389,3.62383855482473,3.35396006802113,2.61699257595809,1.91892882122862,1.38039894104316,0.99246613519386,0.719121890708455
"xab2",9.60395238537671e-08,0.243444705156918,1.80185884747303,2.49893864582456,2.20248767961569,1.66629546887998,1.19616589630905,0.847263404074366,0.60202980361096,0.432202333659643
"xaf1",2.52602379540485e-08,0.20591432690055,1.79024067272093,2.6654700212396,2.44230149708538,1.89288265949206,1.38121606192442,0.989903188129464,0.709626514438044,0.512961647147892
"xbp1",9.50413440846622e-07,3.10535292977344,25.9490983577804,37.9889666036757,34.5124917158189,26.6186394067204,19.3643802924121,13.8501114323467,9.91449838039621,7.15932721378515
"xdh",1.99046875798458e-07,0.924963731532557,7.47252453582596,10.8987630644762,9.91959230703495,7.67167988427848,5.59561032373803,4.01143194159944,2.87726031360121,2.08123035303372
"xiap",2.05355718571906e-06,2.29330919953733,18.8275585422533,27.5429599834643,25.0430858814335,19.3333787182586,14.0763532419714,10.0750804600408,7.21648077722071,5.21369964739951
"xk",3.64249421992298e-08,0.259938505553106,2.12222616700416,3.03023295158937,2.70513748019748,2.06058111245113,1.48527856916744,1.05485740211705,0.750921103495728,0.539812209306981
"xkr8",9.10174481395406e-08,0.18009273568993,1.28407320152162,1.80017108313767,1.60517148166184,1.22538261453316,0.885666424878592,0.630627278932007,0.449947788113915,0.324093046503657
"xkr9",2.85396044753402e-06,0.712652358342406,4.69336355524737,6.53981497514836,5.83331376641195,4.45861027717102,3.22661207189143,2.30006855388796,1.64269169883545,1.1842149365397
"xlr3a",6.16069832830623e-08,0.274652715070976,1.9655135189539,2.70101819805111,2.37619034349426,1.79800074089714,1.29164420964791,0.915659886262163,0.651158095717918,0.467819078143552
"xndc1",3.15494176919747e-07,0.190855261745914,0.99851588748464,1.24296545065928,1.04539696608325,0.771397780048255,0.545408523062964,0.382438102310308,0.26980502681746,0.192666921048201
"xpa",6.07902147326231e-08,0.302011190453705,2.78127042501295,4.27346231472922,3.99691687838903,3.14326668828363,2.31873337303879,1.67590990103588,1.20952325305056,0.87913806141381
"xpc",9.63292722057601e-09,0.267313290741076,2.41332723791243,3.5545399316093,3.22411087150488,2.48050479953134,1.80037089068952,1.28518710305041,0.918496310614493,0.662349116071738
"xpnpep1",1.55539952175469e-07,0.609235314463871,4.47772929849965,6.14461595308055,5.37622799305174,4.04635363499641,2.89354608386503,2.04346514349857,1.44857710065426,1.03795032424788
"xpnpep3",1.31265624602416e-08,0.281639168002962,2.38366427738152,3.40972797525468,3.04049635912397,2.3131162671032,1.66554667157055,1.18188102758538,0.840770184150268,0.60406497189034
"xpo1",5.84496910272164e-07,0.785430566818543,6.00977350541666,8.60464884398908,7.74475570566546,5.94363663598601,4.31058304075821,3.07670763150204,2.19916697596367,1.58626152898295
